"",gene_symbol,GSM2114345,GSM2114346,GSM2114347,GSM2114348,GSM2114349,GSM2114350,GSM2114351,GSM2114352,GSM2114353,GSM2114354,GSM2114355,GSM2114356,GSM2114357,GSM2114358,GSM2114359,GSM2114360
ENSG00000006652,IFRD1,3379.9569,2421.6361,4806.2867,2366.545,4384.4141,5731.7852,4243.9685,4956.103,3206.7888,2895.3592,4860.8226,2476.9686,4985.0711,1691.0707,1953.6736,2020.5024
ENSG00000006659,LGALS14,5.7727,2.1675,1.9998,0.964,4.388,4.2216,4.2721,5.098,1.0304,2.8562,4.8761,2.0488,4.2008,2.136,3.3549,1.0396
ENSG00000006695,COX10,274.8192,450.387,113.7788,205.963,300.4307,188.4108,110.4897,244.2649,172.3116,220.632,191.0345,133.0002,177.7846,112.6102,215.7034,133.4635
ENSG00000006704,GTF2IRD1,34.0674,35.5238,18.1217,10.9553,39.9934,23.3923,14.9023,8.3469,17.2244,22.6756,22.3429,11.5933,22.9426,10.6708,11.6815,17.4653
ENSG00000006712,PAF1,1426.2231,1782.3853,2609.1724,1050.6219,1451.7777,1280.9957,1447.0166,1524.9026,950.6604,874.3728,1388.7283,1330.8283,2460.7401,1122.5783,932.0688,1062.265
ENSG00000006715,VPS41,1676.9275,1068.2886,977.4664,797.2412,2103.2917,962.1013,994.5463,1920.8488,824.8196,967.3672,885.7333,1386.3893,1729.1452,719.259,1552.9171,1282.1101
ENSG00000006740,ARHGAP44,20.7543,55.6323,27.6457,39.3426,24.6556,30.8669,26.348,27.5037,21.207,42.7663,16.5102,12.8878,64.5737,15.1211,19.5147,12.3198
ENSG00000006744,ELAC2,1659.662,2142.424,635.8804,957.3592,1244.4242,784.5365,525.1446,1063.9065,857.4564,879.0418,868.0644,587.4211,1084.7252,629.4975,1128.0952,768.4019
ENSG00000006747,SCIN,113.7493,70.4081,98.6745,38.2862,73.8982,70.4525,53.4852,130.7188,63.0659,33.446,70.293,55.7408,66.3089,34.4217,51.2457,48.9598
ENSG00000006756,ARSD,708.9241,675.7066,934.4484,667.7301,953.3946,751.6427,692.0911,965.1932,844.3661,328.1649,362.5985,457.039,660.5841,401.5729,546.9304,573.3327
ENSG00000006757,PNPLA4,215.1419,355.7952,94.0899,166.5647,225.8307,222.8999,131.0406,253.3667,240.464,141.6193,122.3184,118.3098,223.2699,98.6372,209.6255,149.4093
ENSG00000006788,MYH13,0,0,0,0,0,1.0005,0.9821,1.0122,0,0,0,0,0,0,0,0
ENSG00000006831,ADIPOR2,2209.4105,2058.7857,1512.2666,954.4337,1752.8047,1555.9735,1178.3393,1885.5525,1156.7182,1222.8843,1250.4343,1079.6423,1624.1797,920.3296,1338.1923,1226.7853
ENSG00000006837,CDKL3,205.6065,189.9089,229.3792,66.5609,212.2061,82.7558,188.0694,203.6138,295.7782,263.5893,91.9591,107.0879,121.9657,56.7049,119.0187,131.7565
ENSG00000007001,UPP2,2.2629,2.9555,4.942,0.7436,0,0.8173,1.6101,0,3.0226,0,0,3.136,0,0,0.7299,0
ENSG00000007038,PRSS21,16.8658,30.3188,37.1478,32.9578,95.8122,13.087,8.8922,50.9537,17.2149,20.4648,5.9291,32.3485,23.1535,20.5976,11.5013,16.8688
ENSG00000007047,MARK4,829.952,829.2587,455.5996,649.9962,797.1631,719.0585,797.5271,848.5348,650.3453,579.1931,448.7379,513.7832,823.7533,333.5709,580.2371,508.0967
ENSG00000007062,PROM1,35.9722,30.5738,71.5718,6.3899,7.7566,5.0561,0.4437,1.8246,9.8802,7.2209,9.2708,11.1586,14.0991,3.4259,3.2666,10.2701
ENSG00000007080,CCDC124,656.562,633.5377,264.4939,478.1537,622.4783,360.0178,219.941,501.4747,390.4542,338.3315,262.9278,281.9803,606.9706,248.8441,256.8057,236.8024
ENSG00000007129,CEACAM21,280.7232,178.676,400.9461,157.3702,207.0055,315.9954,89.1765,234.2636,188.7203,145.7377,93.6799,165.8229,181.5242,146.3728,171.3926,196.9096
ENSG00000007168,PAFAH1B1,3981.7115,3956.064,3210.1825,2561.2764,3772.9469,3110.8073,3196.0794,3909.1939,3088.3813,3045.7779,3591.5647,2945.7556,4325.4592,2359.4728,2869.5748,2782.2928
ENSG00000007171,NOS2,0,1.0704,1.0831,1.0959,2.1708,0.8621,4.2817,0,0,0,0,2.6192,0,1.1174,0,1.731
ENSG00000007174,DNAH9,3.5265,5.7688,8.4691,3.2649,1.9867,5.7534,4.27,5.9928,1.4468,0.7174,5.2107,3.3574,8.716,4.299,2.9569,2.2179
ENSG00000007202,KIAA0100,5352.4264,5675.607,2820.2385,2879.0776,5021.3078,3405.2691,2875.5025,3940.3614,3148.0249,2999.5477,3131.0965,2995.5064,4777.2332,2064.1625,4282.0172,2837.3902
ENSG00000007216,SLC13A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000007237,GAS7,2856.5769,2187.206,3356.268,3512.2275,3496.2976,6431.0532,3597.4924,3813.5622,4158.2503,1884.4387,4386.7612,2959.1658,6023.5956,1551.4667,2577.7846,2141.3009
ENSG00000007255,TRAPPC6A,406.545,492.5831,185.5228,300.5912,355.8125,294.7295,165.3089,250.421,284.3783,244.7593,128.8315,205.9166,337.3317,239.3166,282.0446,191.0486
ENSG00000007264,MATK,1810.9213,889.9804,119.5863,225.0095,681.9034,1048.5831,392.7204,1531.5135,947.2347,740.3081,761.3704,587.3314,931.8538,314.5054,829.0774,685.5798
ENSG00000007306,CEACAM7,0,0,0,3.454,2.6465,0,2.3082,0,3.5021,0,0,0,6.6273,0,0,1.1652
ENSG00000007312,CD79B,5742.6385,864.9092,389.9498,3423.4755,4803.6251,770.2512,1210.9317,339.4483,1524.5296,1283.3067,294.6024,665.1133,2029.0636,1569.7158,1555.5701,1187.6326
ENSG00000007314,SCN4A,47.666,7.1741,6.3495,41.8141,43.6471,0,9.8153,0.9204,10.8379,3.5851,6.1941,6.4594,48.8376,17.7899,16.9628,43.2432
ENSG00000007341,ST7L,304.2942,313.2425,383.5124,148.3207,311.7847,170.8621,261.1145,198.6638,163.2815,215.0108,176.0637,189.4607,483.687,153.5704,124.9897,197.0035
ENSG00000007350,TKTL1,80.569,148.7059,35.4956,21.7271,63.6402,29.5456,26.4622,38.5084,36.0632,25.9871,75.9301,35.7605,114.8085,71.2194,70.2112,73.4411
ENSG00000007372,PAX6,66.2138,77.9278,14.4109,29.9719,73.5576,61.3532,16.6448,36.141,31.3719,29.246,23.5147,24.0863,52.8097,11.3961,52.9982,30.6697
ENSG00000007376,RPUSD1,687.2392,688.7039,347.8064,454.1021,641.9285,532.6622,311.1145,589.3767,410.5082,455.8106,339.1761,391.6951,517.7624,293.9954,313.6699,304.3979
ENSG00000007384,RHBDF1,9.4271,2.6351,17.6766,3.3481,3.5922,0,10.8098,6.8136,6.9466,5.5699,4.6436,1.2815,32.7614,5.026,5.2708,1.3297
ENSG00000007392,LUC7L,1544.9943,1659.0314,435.9149,1060.8316,1498.9283,1115.2583,607.5903,1235.3934,928.6579,1005.3493,553.194,962.8786,1111.4915,688.4577,1343.3914,1025.3915
ENSG00000007402,CACNA2D2,1120.3854,298.5119,98.4315,54.3645,278.0155,225.1829,94.7761,666.1773,211.1143,265.5924,319.68,253.1594,379.5833,113.9836,406.64,325.0145
ENSG00000007516,BAIAP3,595.1493,720.3832,131.0823,884.8427,397.9741,334.6378,895.1456,664.4246,777.1565,240.6764,131.9076,345.3078,1394.8554,106.6962,1153.3421,703.0337
ENSG00000007520,TSR3,682.9486,698.8669,407.6755,569.4706,724.7875,453.7263,314.334,626.0089,472.6384,453.2556,292.1792,408.0485,624.1015,280.1651,373.8298,308.173
ENSG00000007541,PIGQ,830.4459,803.874,373.8246,527.9754,657.9405,418.654,390.1918,675.3631,499.0114,564.3854,369.7039,558.4584,788.6593,364.702,457.5347,347.8448
ENSG00000007545,CRAMP1,1613.2846,2402.8867,789.8769,815.6299,1335.1138,839.1078,703.7853,1073.0124,803.975,935.3476,960.7331,781.1062,1333.3847,532.5279,1200.0789,735.0001
ENSG00000007866,TEAD3,23.8991,12.252,29.0203,12.4704,4.745,25.6469,12.8519,12.03,16.7141,5.6793,1.5405,2.4075,34.5836,8.513,12.8962,12.7243
ENSG00000007908,SELE,2.8543,8.5144,4.7237,2.3302,0,7.0294,6.4009,4.8085,0,1.3036,1.1233,1.5996,7.2575,0.6802,0.6521,7.5274
ENSG00000007923,DNAJC11,988.6054,1404.754,409.7868,686.8363,871.3052,607.9066,408.7265,914.0557,577.7928,708.0628,466.8602,499.511,1073.6486,426.4246,796.6879,572.0785
ENSG00000007933,FMO3,2.5579,6.7208,5.1728,5.2433,7.642,11.6597,4.5895,8.7539,7.3752,6.3731,11.3222,8.0353,2.4765,2.2331,9.3013,6.3989
ENSG00000007944,MYLIP,3093.8635,2836.8154,2651.3605,2543.4041,2363.9667,3183.4886,3630.5235,2484.0457,2086.045,1986.2396,1821.8106,1913.8041,3473.1417,1663.6867,1419.8897,1719.6921
ENSG00000007952,NOX1,3.808,11.3255,0,2.7147,1.7933,1.8027,1.7749,5.458,3.5716,0.8851,0,3.8839,1.7904,4.2046,4.4416,0.9038
ENSG00000007968,E2F2,315.6038,666.2692,656.1698,332.5245,302.1549,233.0641,97.0625,273.7771,199.1189,472.6691,218.6728,121.4465,353.7646,63.9252,75.4592,80.2606
ENSG00000008018,PSMB1,2444.459,2367.8866,1109.1688,1406.9138,2279.4894,2060.0119,1244.532,2734.7424,1583.2752,1650.4361,1559.1275,1426.8892,2018.0328,1392.4172,1378.9891,1438.2779
ENSG00000008056,SYN1,9.7866,21.4547,5.0065,6.0778,12.0402,9.0608,11.8805,13.222,2.9947,3.9022,36.9676,3.0545,23.0271,3.0988,6.936,5.0512
ENSG00000008083,JARID2,3019.2384,3348.0958,2521.6985,2304.822,3771.7525,2044.823,2679.8554,3244.4137,2182.1467,2114.4659,2366.251,2806.7781,4153.6998,1717.632,2336.2585,2194.8744
ENSG00000008086,CDKL5,466.148,338.4853,765.4293,356.9545,596.6833,414.9508,549.0918,579.5798,371.1896,589.595,521.8229,412.3038,638.3238,377.8662,513.2049,406.8369
ENSG00000008118,CAMK1G,0,2.8289,21.6539,0,2.8677,0,3.7076,0.5191,0.5095,2.8583,11.2544,0,5.787,0,0,0
ENSG00000008128,CDK11A,2549.7682,2492.589,1018.04,1235.6839,2474.1821,1915.4033,1445.0885,2394.7467,1522.6441,1746.6156,1766.4912,2007.735,2888.8265,1380.7935,1689.4098,1606.1955
ENSG00000008130,NADK,19961.255,4583.8435,27484.922,12929.209,27951.0159,17969.2876,20941.92,30187.6624,20217.8475,16849.9983,8339.0909,18497.9711,23812.063,10350.9336,10999.2852,13620.2695
ENSG00000008196,TFAP2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000008197,TFAP2D,0,0,0,0,0,0,0,0.6007,0,0,0,0,0,0,0,1.7628
ENSG00000008226,DLEC1,318.7004,197.2956,321.3339,186.7637,256.4006,279.1775,232.6517,256.3038,338.5412,290.2117,286.7646,115.101,314.8479,153.5447,222.6759,211.677
ENSG00000008256,CYTH3,368.5927,240.653,106.1513,173.7995,350.0863,182.9797,135.525,163.0407,154.3508,197.2821,146.5083,204.3653,446.8835,140.0591,397.8154,173.5847
ENSG00000008277,ADAM22,250.9499,149.2579,72.1813,83.1968,71.3113,85.9459,27.9746,169.3239,96.2409,62.749,71.3191,68.5657,138.213,63.8139,119.491,70.4549
ENSG00000008282,SYPL1,871.6338,707.6034,652.0226,780.3348,990.4829,691.4524,543.3207,723.1225,649.2501,444.6845,426.8864,492.6903,856.5143,639.1099,781.5782,607.7244
ENSG00000008283,CYB561,768.4448,440.4225,597.2977,208.0603,738.1734,476.2782,278.5159,725.8387,388.0542,729.2676,386.7135,740.8098,684.8067,241.8653,747.7877,579.2494
ENSG00000008294,SPAG9,3922.6265,3390.3064,2859.7086,2173.9528,3901.0643,3898.6295,4452.9144,4195.1637,3133.2682,2705.5686,4376.7761,3647.6047,5662.0769,2108.2478,3094.4142,2750.6727
ENSG00000008300,CELSR3,118.9187,303.5264,117.5694,59.5459,130.312,175.7983,69.9321,256.5287,46.4989,299.2286,51.3712,294.9879,134.9033,57.5497,161.6361,91.0616
ENSG00000008311,AASS,59.7239,74.2866,21.9258,39.3657,66.683,31.7636,34.1551,14.7945,45.141,42.3451,24.7634,34.739,68.441,40.7549,91.7438,65.998
ENSG00000008323,PLEKHG6,147.9747,14.3131,188.1651,106.0629,102.4271,282.3132,225.7701,156.1938,141.3997,69.5338,118.8254,199.5277,435.3398,93.0957,58.1569,125.8842
ENSG00000008324,SS18L2,468.4649,431.8517,192.7347,252.1398,291.0727,317.8532,169.4819,320.0224,276.7797,222.0242,228.898,231.9959,350.9713,254.9525,258.7101,277.0211
ENSG00000008382,MPND,343.9428,389.7458,256.012,218.8448,373.8237,252.8784,181.0899,351.8132,229.3079,229.9401,222.2267,245.9757,381.1171,193.2002,214.456,178.6658
ENSG00000008394,MGST1,223.7297,197.6361,280.5429,238.5059,380.955,303.1004,181.5796,373.3502,283.5849,76.3734,175.9259,203.5953,198.9552,140.7602,184.5958,126.4397
ENSG00000008405,CRY1,536.1645,625.553,161.8501,182.4507,266.9226,244.8326,121.8123,335.6372,185.7439,198.9373,246.3519,263.977,439.037,272.6991,399.6193,264.8863
ENSG00000008438,PGLYRP1,1121.7269,521.4709,11661.1732,580.8974,566.2575,3705.479,324.6335,805.5755,920.3957,308.8535,563.8539,1146.0359,942.6027,401.0639,161.2553,206.3981
ENSG00000008441,NFIX,446.3423,81.055,202.4878,539.9246,234.827,121.239,134.5792,246.6569,245.3028,256.5373,149.0285,148.9801,427.3692,148.6519,130.1431,99.091
ENSG00000008513,ST3GAL1,6282.4765,7423.0913,3316.6021,3446.7478,3877.0952,2878.7021,2928.0669,3370.1973,3212.4924,2869.2,3806.3774,2676.5793,5718.4983,2249.7275,3704.5764,2763.1679
ENSG00000008516,MMP25,15358.4738,1645.6176,11881.5424,9957.4918,20031.1426,26092.4269,17547.229,17533.8488,31740.5872,12567.8085,14377.2844,19928.3398,21104.4945,21170.3063,7422.2159,9031.2994
ENSG00000008517,IL32,10224.5047,5271.1923,3545.2926,3211.7722,5653.0365,6301.605,2544.7051,9453.2967,5011.6967,6288.9233,5724.7063,4549.6608,4549.3823,2908.5683,4869.0223,3530.4416
ENSG00000008710,PKD1,2442.6525,2817.8557,937.0195,1121.0712,1959.4333,1166.1854,847.4085,1393.6816,1547.9613,1083.2949,931.8154,1177.5872,2286.685,920.0387,1558.5405,954.4268
ENSG00000008735,MAPK8IP2,23.6407,19.8391,16.7076,17.3715,36.2059,17.6657,24.4811,38.2345,15.7559,12.2209,23.3853,15.272,34.3628,7.2536,7.8443,9.7297
ENSG00000008838,MED24,1719.5805,2198.9401,761.5201,935.595,1326.2181,807.4296,591.449,1220.3454,1006.8857,1188.1046,732.4655,781.5611,1263.7022,661.4663,1119.4311,859.6287
ENSG00000008853,RHOBTB2,712.9638,447.2867,437.0007,561.8608,709.9617,420.3437,324.7489,418.2877,436.6967,517.897,218.5315,313.8899,840.9956,245.5565,487.2999,242.0677
ENSG00000008869,HEATR5B,3191.0322,2420.1149,1708.2229,1625.2608,2778.1793,1365.3154,1530.5755,2024.2155,1791.9539,1694.2123,1450.2098,1099.4649,2510.3442,990.2276,2000.2978,1550.0914
ENSG00000008952,SEC62,2966.8194,3141.0536,1792.1104,2542.8521,2192.1506,2444.2128,1591.6657,2036.9175,2195.0659,1917.3503,2193.071,1466.3296,2385.9208,1520.0922,1912.0367,1598.6126
ENSG00000008988,RPS20,17018.5822,14849.014,5305.1903,11111.0398,13224.1736,12407.7326,5244.057,10564.7015,10676.3758,9630.6914,7018.2465,7749.0802,13088.7677,11215.5539,11004.9104,9310.578
ENSG00000009307,CSDE1,11814.5933,11785.2806,5912.1302,6922.9884,11424.5137,8805.7441,7367.2899,9661.4493,8314.6136,7547.8266,7647.6969,7964.0229,10917.4069,5672.6949,9016.0753,7184.3966
ENSG00000009335,UBE3C,1981.593,2707.3664,1222.2678,1196.2523,1812.88,1420.5282,1050.7605,2061.4349,1066.5587,1299.5844,1120.3019,1213.3029,1348.1672,809.7836,1481.7544,885.864
ENSG00000009413,REV3L,1537.3534,1418.7534,1072.1525,964.2792,1567.513,1065.2807,973.4807,1141.7541,1091.3433,1129.0733,901.7689,741.6299,1689.1903,757.0973,1100.4971,975.4603
ENSG00000009694,TENM1,493.0521,831.7581,251.2845,238.26,522.5216,1120.5488,454.7653,639.5731,602.07,804.0139,1000.4703,294.2683,598.9862,179.5937,504.8496,382.7031
ENSG00000009709,PAX7,0,0,0,0,0,0,0,0,0,0,0.9753,0,0,0,0,0
ENSG00000009724,MASP2,112.2219,240.5518,35.539,114.3852,136.7095,114.9152,63.9047,119.2296,104.6255,99.7545,72.3268,70.6193,110.7325,79.7345,148.1771,114.4757
ENSG00000009765,IYD,43.5554,15.5646,30.155,6.2439,32.9015,23.4722,22.7175,11.7465,13.62,20.1421,26.114,25.085,24.9884,14.548,16.4371,8.3603
ENSG00000009780,FAM76A,329.4217,452.0261,169.9313,248.9012,252.2219,207.6502,187,329.294,229.7424,172.5376,171.3603,173.007,282.5918,204.1196,316.1588,228.8139
ENSG00000009790,TRAF3IP3,7470.3563,4801.7942,5337.3191,4172.8275,6970.33,6562.9268,3620.9647,5889.0221,5250.8544,5310.3719,3176.1912,5468.5891,7272.2105,4652.9861,6637.1647,5701.7481
ENSG00000009830,POMT2,309.9007,245.5846,133.1484,161.2452,228.7705,162.8413,181.0472,261.6444,180.7128,161.8474,131.6201,184.6537,211.6999,97.8026,197.9025,120.6433
ENSG00000009844,VTA1,993.4641,794.6432,724.2945,566.6781,890.7714,807.1718,549.6063,1185.5848,830.1331,692.7042,462.0892,619.5446,764.5769,592.6563,613.2903,679.9522
ENSG00000009950,MLXIPL,18.8861,21.6307,7.8347,6.4446,7.5981,17.7421,8.4406,15.447,16.7242,14.3313,12.3495,7.8685,7.6234,12.7124,12.5715,12.2566
ENSG00000009954,BAZ1B,2537.6367,2655.6584,1447.2583,1542.2998,2118.0557,1608.1643,1098.4438,2182.4125,1699.6928,1883.0466,975.3783,1259.7655,2060.5046,1086.4339,2067.3699,1474.7679
ENSG00000010017,RANBP9,1657.0284,1523.5039,1433.1724,855.917,1315.8291,1296.4704,933.3687,1463.8456,980.5906,1068.9117,927.8597,807.9413,1535.9538,816.3823,982.633,827.0603
ENSG00000010030,ETV7,379.7373,171.8085,2007.9368,306.2459,760.8033,95.2308,600.0061,1237.2595,645.0737,1179.8602,403.3708,651.9702,225.2155,426.7064,166.4018,444.7375
ENSG00000010072,SPRTN,435.4672,351.5534,321.3991,272.5129,297.5853,427.8018,372.9333,381.6727,306.0457,310.0704,258.9072,314.2793,562.2837,228.0962,324.7863,339.1902
ENSG00000010165,METTL13,803.008,416.2003,311.87,489.8829,765.5916,523.6794,287.6293,703.3409,498.7494,411.5619,254.2354,437.4891,602.6988,350.8267,500.904,486.8631
ENSG00000010219,DYRK4,341.5876,347.5177,99.2251,218.256,251.1468,189.9462,101.394,201.1805,161.7028,173.3985,94.4073,108.6406,191.0192,123.861,163.239,198.2808
ENSG00000010244,ZNF207,7314.0622,5402.8706,5137.1288,3884.7247,5988.3114,4456.211,4281.8258,6016.6418,4410.391,4406.0458,4274.1565,4141.4117,6532.7302,3365.1828,3737.7681,3674.4028
ENSG00000010256,UQCRC1,1837.4041,2114.2419,1074.0171,1429.4799,2321.3364,1317.6588,905.641,2235.9214,1267.4615,1296.2676,1026.9399,1144.1585,1619.2303,1041.0652,1063.9675,974.2306
ENSG00000010270,STARD3NL,829.0515,619.9708,649.5827,591.4963,852.9635,869.7005,581.1175,1276.4578,647.6478,636.2377,473.3273,759.339,807.2511,464.7298,535.589,683.9843
ENSG00000010278,CD9,941.2,639.8196,374.2059,653.5204,1278.5143,475.371,139.425,805.4511,670.8622,346.6345,123.2695,1060.7635,733.6966,529.6428,433.0085,359.6941
ENSG00000010282,HHATL,4.601,0.4118,0,1.2637,4.5889,11.5268,7.2567,1.3916,1.3366,0,7.8187,7.7507,7.4614,0.8803,3.7381,13.1901
ENSG00000010292,NCAPD2,1351.9298,1971.8192,3093.0248,1253.0748,1422.2696,1626.9979,920.6733,1563.6613,1160.8194,1333.1209,852.7276,1119.0656,1968.6491,741.7652,1125.3817,1037.7811
ENSG00000010295,IFFO1,2653.3477,1707.7585,1224.6324,1428.1913,2867.7348,1930.8061,1499.6274,1791.752,1649.4925,1354.5334,788.2203,1671.3652,2666.2126,1146.9083,1642.938,1364.6571
ENSG00000010310,GIPR,229.7597,406.5627,55.9275,73.6697,252.835,162.5732,112.1177,201.6139,107.7275,245.8225,137.5484,123.0766,156.907,106.0298,158.6133,99.8405
ENSG00000010318,PHF7,147.1413,183.2213,114.7536,106.6774,137.9007,134.266,143.1955,113.9622,103.2204,88.1676,113.3255,72.5581,162.0686,82.2681,135.5914,78.4207
ENSG00000010319,SEMA3G,96.8871,303.721,162.1966,150.9627,72.9567,58.5422,33.7348,42.2637,48.8119,69.4061,120.7686,35.5504,78.3507,18.0349,56.9818,33.039
ENSG00000010322,NISCH,4785.27,5264.7277,2009.6877,2631.0145,4153.8387,2754.9869,2515.2866,3201.1696,3114.4293,2658.0631,2161.0936,2730.8485,4394.5716,1992.7592,3421.1764,2519.2723
ENSG00000010327,STAB1,5589.896,3577.2887,1685.7831,3024.1558,9347.297,2858.3903,4429.6752,6573.0509,4588.3539,2536.3053,4070.2098,4003.0857,4749.693,2046.8097,3261.1479,2872.5273
ENSG00000010361,FUZ,438.0152,208.5853,245.2177,305.4539,366.9123,314.2521,383.286,307.4799,253.7744,229.9314,165.993,343.5616,821.3028,254.0687,357.1358,291.55
ENSG00000010379,SLC6A13,9.0817,20.7008,8.4651,14.0937,18.44,21.1232,2.8063,8.8497,7.0762,6.5392,11.3742,3.987,25.7171,6.7805,4.3312,10.9464
ENSG00000010404,IDS,10740.6876,6541.7773,4719.0631,6257.9476,9910.3843,9012.4258,9480.3124,12144.9885,8321.6663,6184.8949,7120.2021,10525.2793,15027.6667,5989.5586,9214.9796,7178.1207
ENSG00000010438,PRSS3,5.983,5.2007,0,1.1973,2.1123,1.2346,4.8779,2.4522,3.2303,7.3684,2.1906,2.0377,4.3273,2.4946,7.5173,4.9811
ENSG00000010539,ZNF200,1215.6507,404.5165,1740.459,835.234,1207.7352,923.483,1738.2171,1785.4429,1182.0409,873.1167,880.103,1181.4662,2168.245,908.1794,672.4591,1080.0191
ENSG00000010610,CD4,3271.1339,2475.1698,1051.041,2988.6778,6365.2561,2885.9659,3199.9054,5481.0285,3108.1487,2745.6707,1917.296,4243.4287,5931.3002,3913.0603,4900.2816,4324.0938
ENSG00000010626,LRRC23,92.6852,65.8261,36.5097,85.9393,93.5685,49.27,59.4033,50.2416,63.7922,37.0156,40.3147,66.7806,87.671,42.9376,59.9396,86.6306
ENSG00000010671,BTK,2846.2133,1402.2353,1563.2432,2217.9118,4564.4572,2141.2591,2245.0283,2723.4324,2185.1185,2314.891,1093.1376,2107.137,2455.7396,1591.8207,2394.0399,1837.3526
ENSG00000010704,HFE,169.0414,115.5787,325.4989,209.0294,475.0834,214.5463,268.3181,285.967,245.8605,256.8798,86.3562,127.6107,216.9097,139.6818,151.4579,209.7288
ENSG00000010803,SCMH1,425.0603,540.6788,233.1213,233.651,376.1512,222.3789,150.973,190.4794,206.5244,254.2596,157.1446,160.0885,330.7326,143.4691,283.2002,195.006
ENSG00000010810,FYN,8096.7322,9376.2782,1931.4174,3123.1156,4493.2244,3558.4373,2397.5615,4421.7313,3366.3086,3950.3429,3538.3545,3023.2328,4559.1064,2021.1289,4846.4781,2858.385
ENSG00000010818,HIVEP2,3314.0122,3093.6347,3796.108,2503.7498,2704.934,2930.5043,2076.1048,3489.6052,2712.0265,3470.0699,2566.6121,3185.1199,4677.5319,2063.7939,3477.5696,2802.3604
ENSG00000010932,FMO1,6.7347,1.025,0,3.3787,13.6015,0,0.831,3.2915,1.0323,0.5117,0,6.7878,6.813,13.1812,0.8319,0.8448
ENSG00000011007,TCEB3,1030.7409,1329.9776,570.3806,775.4468,951.5278,689.8116,541.0203,893.8619,618.8804,640.8415,683.8405,656.9829,1054.333,499.0752,770.4671,598.5497
ENSG00000011009,LYPLA2,1949.12,1297.8096,1149.837,981.5187,1566.6767,1399.3577,895.0232,1655.4626,1217.5119,1056.1929,832.9193,1267.5011,1731.5398,898.5632,963.2308,831.3598
ENSG00000011021,CLCN6,1024.4794,1073.8487,418.223,589.7092,1060.2522,430.4793,739.9901,690.6494,602.8679,530.5607,570.321,407.0166,918.3095,348.2687,623.082,556.4128
ENSG00000011028,MRC2,108.5709,143.9394,63.8185,172.6589,57.3927,39.1577,26.268,45.8005,104.2172,75.2051,60.3731,96.5235,201.2386,93.0755,48.8003,55.3531
ENSG00000011052,NME1-NME2,130.2423,283.8513,34.5755,27.6254,85.4713,75.8775,25.0111,59.5083,68.5918,166.2122,61.0042,48.7598,89.3969,27.8347,54.9297,59.2573
ENSG00000011083,SLC6A7,0,5.9302,0,0,3.0065,0,0,0,0,0,0,0,1.9995,0,0,0
ENSG00000011105,TSPAN9,414.939,334.6784,188.1175,148.7929,384.1858,182.3028,71.4694,204.8986,258.85,126.0764,41.9376,291.7932,151.5747,81.9778,55.0014,116.7183
ENSG00000011114,BTBD7,554.7152,403.1151,484.2701,292.1893,542.1103,419.8502,336.1902,398.8531,317.8967,323.1201,329.9036,444.53,556.0498,233.7802,404.9031,280.06
ENSG00000011132,APBA3,1094.1913,728.0862,561.0234,618.7218,830.875,663.6272,408.621,998.5323,822.2434,637.1581,300.6269,707.8696,888.0052,522.1514,629.7942,458.2664
ENSG00000011143,MKS1,193.228,176.661,69.7455,160.7766,173.77,153.768,85.9723,149.5597,122.6222,135.1745,56.437,136.7454,185.1967,110.5441,208.7083,159.3495
ENSG00000011198,ABHD5,1100.9213,616.8553,1265.3413,979.514,1466.0047,1523.8417,1957.1792,1488.5655,1107.2509,906.3956,1009.4645,1285.9402,2207.5784,1022.5056,886.2458,1056.3019
ENSG00000011201,ANOS1,4.5904,4.5767,16.2045,17.0086,26.3385,123.5298,12.3713,7.7917,5.9278,7.551,19.4012,15.4186,4.6267,1.3652,0,11.7676
ENSG00000011243,AKAP8L,3008.7203,2862.604,1163.9067,1899.2389,2818.6325,2086.9112,1309.7264,2075.235,1925.4294,1835.0877,1226.6933,1691.6941,2399.9436,1170.7021,2024.7438,1549.7416
