,0
CLCA1,0.0006169871794871798
EIF2B1,0.0006141439205955331
TSPEAR,0.0006141439205955331
PRXL2C,0.0006111111111111109
BTNL9,0.0006107093286580461
CNN3,0.0006107093286580461
ACSL1,0.0006102863997600834
LMAN1L,0.0006102863997600834
LRP4,0.0006102071005917165
RNA5SP38,0.0006102071005917164
KCNMA1,0.0006098406098406104
PTGR2,0.0006093700538144982
SETSIP,0.0006083459024635494
BMS1P9,0.0006071937321937321
RN7SL65P,0.0006070234113712377
DKK1,0.0006043956043956046
UBE2FP3,0.0006043956043956045
HCG14,0.0006030701754385966
NDUFB4P11,0.0006026736795967568
RPS3AP11,0.0006015037593984959
PNPO,0.0006006647673314343
TOR4A,0.0005995292951814691
KIFC3,0.0005993355481727577
ANKRD30B,0.0005984735900858926
DYRK1A,0.0005980118049083567
NCALD,0.0005975236320063907
IKZF3,0.0005971802498512794
UBR2,0.0005969339302672637
PROCR,0.0005964585274930099
TAF1A,0.0005954415954415953
WNT5A,0.0005954415954415952
STXBP5,0.0005941358024691359
GADD45A,0.0005941358024691359
PLBD1-AS1,0.0005937921727395413
RBBP6,0.0005933311539718865
MYB,0.0005931372549019606
CATIP,0.0005931300758886966
ACRBP,0.0005925925925925922
PTP4A3,0.0005923164543854197
SMOC1,0.0005921052631578951
TRIP10,0.000592013888888889
EGLN1,0.0005920138888888889
FBXO47,0.0005909150757077024
MMEL1,0.0005909150757077023
DXO,0.0005909150757077023
OLA1P2,0.00059049394221808
FZD3,0.0005900383141762448
H2BC4,0.0005900383141762447
SLC12A7,0.0005898617511520733
ZMAT4,0.0005892857142857142
WFDC21P,0.0005884773662551438
LOC100130691,0.0005884773662551438
GK,0.0005884773662551438
GRAMD2B,0.0005880184331797232
SIRT2,0.0005876608455882354
ZNF770,0.0005873192436040039
TOPAZ1,0.0005866666666666665
IGHV3-33,0.0005863970588235292
ZNF100,0.0005843429636533081
ATIC,0.0005841503267973855
SNRPA1,0.0005829493087557606
FRGCA,0.0005823529411764705
SHLD3,0.0005823529411764705
LOC100419831,0.0005820105820105821
RSL24D1,0.0005777437356384725
C7orf65,0.0005730038659401542
BICRA,0.000572093023255815
RMI2,0.0005674603174603181
LINC02588,0.0005592436974789913
IFIT1,0.0005544354838709682
MTMR7,0.0005507024265644963
COBLL1,0.0005464432686654915
NOC2LP1,0.0005380434782608696
IRX6,0.000532258064516129
PIMREG,0.0005316863587540281
VWA5B1,0.0005272267341232859
MTCO3P21,0.0005238095238095236
DUOXA2,0.0005238095238095236
GNAS,0.0005238095238095236
BDKRB1,0.000521395655036208
RHBDL1,0.0005125815470643057
HECW1,0.0005092592592592593
TFEC,0.0005092592592592592
PLD1,0.0005092592592592592
LOC286177,0.0005076923076923076
HNRNPUL2-BSCL2,0.0005014245014245012
ZNF674-AS1,0.0005005055611729019
CIDEA,0.0004910714285714286
EMC3,0.0004888888888888887
TMEM86A,0.0004759615384615386
RAB20,0.00047008547008547003
ECT2L,0.00047008547008547003
ANO5,0.0004652255639097745
FBXO40,0.00046522556390977444
H2BC18,0.0004613233923578751
LZTS1,0.0004613233923578751
CCDC124,0.000456221198156682
RNF187,0.00045496323529411775
ZNF540,0.00045496323529411765
LOC283038,0.00044489383215369054
ARHGAP31,0.0004292682926829268
OPALIN,0.0004230769230769231
RPL23AP81,0.00042307692307692304
RBM44,0.00041785375118708447
PIGG,0.00041785375118708436
GRAMD1C,0.00041353383458646607
NCOA7,0.00040552995391705067
EFCAB7,0.00040552995391705056
WIPF3,0.00034090909090909094
F2,0.00032541322314049576
CBARP,0.000304147465437788
RN7SL685P,0.0002858422939068096
HIF1AN,0.00028452504831276903
